text	emotion
오늘도 팀장한테 엄청나게 깨졌어. 할당량을 못 채웠다고 얼마나 화를 내던지.	불안
나는 10 시경에 만날 수 있습니다.	중립
시험에 계속 떨어졌는데 이번에도 떨어질 것 같아.	불안
요즘 너무 일이 많아졌어! 스트레스가 너무 심해서 그런지 두통이 생겼어!	불안
회사 일에 문제가 생겼는데 나만 남아서 야근을 하게 되었어.	상처
마지막 날은 20% 할인 + 무료 배송!	중립
Rick, 일정이 허락되면 Daily EES Call (오전 10시 CST)의 첫 5 분 동안 참여하여 그 사람들에게 무슨 일이 있었는지 간단한 스냅 샷을 제공 할 수 있습니까?	중립
동창회만 하면 나 자신이 한심해.	당황
원하는 경우 이러한 의견을 논의하거나 그냥 통합 할 수 있습니다.	중립
아내가 고혈압 때문에 술을 끊으라고 했는데 아내 몰래 나와서 한잔 걸쳤어.	불안
작년에 집을 사지 않은 게 후회돼.	슬픔
얼마 전에 내가 원하던 회사에 채용 지원을 했는데 불합격되었어.	상처
같이 조별 과제하기로 한 사람들이 약속 시간이 됐는데도 도착하지 않아 당황스러워.	당황
12 월 31 일 수요일 오후 6시 CST에받은 메시지	중립
어제 어머니랑 싸웠는데 매우 심한 말을 한 것 같아서 후회가 돼.	슬픔
대니와 필 : 베드로와의 만남에 관심이 있다면 빈스와 후속 조치를 취하십시오.	중립
금요일 저녁까지 집으로 돌아올 것입니다. 그래서 회의 전에 할 수있는 일이 있는지 알려주세요.	중립
미래의 이메일 배송을 보려면 주소록, 연락처 또는 안전한 발신자 목록에 email@mail.adobesystems.com을 추가하십시오.	중립
더 논의합시다.	중립
Jamie Heathorn은 시험에서 공간이 부족한 사용자로서 귀하의 세부 정보를 전달 하여이 1GB 업그레이드는 나머지 파일을 보호합니다.	중립
당신이 정말로 이기고 싶다면, Jude, 이제 행동 할 시간입니다!	중립
Enron은 신용 위험 문제를 해결하기위한 몇 가지 옵션을 제안했으며 20 개는 DWR과 협력하여 20 개의 양쪽에 상호 동의 할 수있는 솔루션에 도달하고 있으며 앞으로 전력 구매 계약을위한 템플릿 역할을 할 수있는 솔루션에 도달했습니다.	중립
회사 탕비실에 커피가 생겨서 너무 기뻐.	기쁨
조셉 시미 티아 (Joseph Simitian) 하원 의원 인 D-Palo Alto는 예산위원회의 Hertzberg-Keeley 계획에 예의 투표를하여 조치를 취하고 논쟁을 계속하기 위해 투표권을 행사했다고 말했다.	중립
내 남자 친구는 기념일을 지나치거나 아예 기념일을 모르는 경우도 있어서 속상하고 서운해.	분노
명령 메시지가 일반 텍스트 또는 멀티 파트/대체 텍스트 및 HTML로 전송되어 있는지 확인하십시오.	중립
지금 결혼 준비 중인데 문제가 생겼어.	당황
그러나 월요일과 화요일 청문회에서 (달리 부패 할 수있는) 생각은 여전히 신선하지만, 앞으로 며칠/주에 토론을위한 관찰을 포기하고 싶었습니다.	중립
의사의 경고를 무시했다가 음주로 다음날 다시 병원을 찾았어.	불안
이 이메일은 2001 년 7 월 28 일 ~ 8 월 4 일 달라스에서 개최 될 National Bar Association Convention의 후원에 관한 6 월 1 일 금요일에 우리의 대화를 추적하는 것입니다.	중립
이번 테스트를 망쳐서 성적을 부모님께 보여드리기 민망해.	당황
남편이 더운데 자꾸 붙으려고 해서 짜증 나.	분노
낙엽이 떨어지니 너무 슬프다.	슬픔
나 대학원 입학했어.	기쁨
너무 화가 나는데 어떻게 해야 할지 모르겠어.	분노
짝꿍이 된 친구가 너무 성가셔.	분노
내가 따돌림당하는 것 때문에 내 친구들까지 피해를 입고 있어. 친구들을 보는 것도 괴로워.	상처
그 가치가있는 것에 대해, 나는 이것을 읽었고, Laura Tyson 또는 Larry Summers가 서명한다면, 나는 제안을 발전시키는 데 상상할 수있는 역할을 수행 할 수있는 능력에 미치는 영향에 대해 심각한 우려가 있습니다 (우리의 이해를 이해합니다.성공의 가능성은 다소 빈약합니다).	중립
아들이 수술을 했어 결과가 좋았으면 좋겠는데 마음이 불안하네.	불안
상사가 업무 지적을 하며 인격 모독까지 해. 정말 비참해.	상처
권태기가 왔는지 남자친구를 만나도 별로 감흥이 없어. 그냥 짜증나고 답답해.	분노
Joe에게 연락하여 당신이 거기있는 동안 그가 당신을 만나거나 내가 당신을 위해 할 수 있다고 제안하십시오.	중립
내 친구들은 좋은 과외를 받고 있지만 나만 그렇지 않아서 눈치를 보게 돼. 속상해.	당황
남편이 죽고 나서 사는 게 재미없어. 너무 외롭고 세상에 혼자 남겨진 느낌이야.	불안
어떤 경우에도 자산을 버리지 마십시오.	중립
무료 2 주 무료 :	중립
회사에서 윗분들 심기 살피며 일하는 게 너무 번거로워.	분노
최악의 시나리오 - 당신은 그가 한 일의 절반을 벌고 처음 4 주 동안 $ 10k를 벌고 있습니다.	중립
오랫동안 연애를 해 오던 남자친구가 청혼 신청을 했는데 난 아직 결혼 생각이 없어서 거절했어. 그랬더니 곧바로 헤어지자고 통보를 해서 너무 당황스러워.	불안
내가 그녀를 돌보고 싶다면 알려주세요.	중립
며느리가 날 간병하게 돼서 모녀처럼 지내려고 노력 중이야.	기쁨
아. 이건 낭설일 거야.	상처
직장에서 나만 나이가 많아 힘든 일에서 제외되니 동료들에게 눈치가 보여.	당황
나는 무엇을 잘하는지 모르겠어.	당황
그건 그렇고 저녁 식사는 몇시입니까?	중립
이전 이메일을 무시하십시오.	중립
요즘 엄마가 자꾸 우울해하는데 너무 답답해서 막말했어. 내가 왜 그랬을까.	상처
당신은 사용할 수 있습니다?	중립
그들은 그들이 플레이 한 좋은 팀에 대해 완전히 분류되었습니다 (지금은 미국 최고의 팀이지만).	중립
내가 한 쪽 팔을 쓰지 못하는 장애가 있으니 항상 미안해. 부모님께 계속 의존해야 하나?	슬픔
탈모 때문에 머리도 없고 돈도 없어서 동창들을 만나기 창피해.	당황
고민이 있는데 내 얘기 들어줄 수 있을까? 안 들어도 좋지만.	상처
당뇨로 몸이 안 좋아져서 나는 아무것도 할 수 없어.	상처
자식이 클 때 일을 그만두었더니 남들보다 돈이 없어서 괜히 비교되고 자신에게 화가 나.	분노
앱에 대한 귀하의 의견을 듣고 싶습니다. 언제든지 저에게 연락하십시오.	중립
당신의 음성 사서함이 있습니다.	중립
나는 연애하다 상처받는 것이 싫어.	상처
다가오는 수요일 전화 중 하나에 내가 댓글을 달고 싶은 것이 있으면 나에게 머리를 줄 수 있습니다.	중립
아직 노후를 대비하기에 부족한 것이 많은데 남편이 곧 퇴직을 하게 돼서 걱정이야.	상처
내일 전화로 얘기하고 논의하겠습니다.	중립
친구들 성적이 나보다 더 좋을 것 같아서 짜증이 나.	불안
우리는 놀라움을 망치고 싶지 않으므로 아래 링크로 진행하여 곧 당신의 것이 무엇인지 알아보십시오.	중립
나 정말 너무 속상해.	슬픔
이 무료 Tell-A-Friend 서비스는 후원자가 가능합니다.	중립
감사합니다 Susan, 그건 말이됩니다.	중립
내일이 테스트인데 제대로 스터디하지 못한 거 같아. 불안하고 초조해.	분노
있을 때나 잘하지 이제 와서 돌아와 달라는 남자 친구가 정말 한심해.	당황
남편이 티브이에 나온 여배우를 보고 예쁘다더라. 나도 예쁘냐고 물었더니 대답이 없어서 속상해.	분노
며칠 후면 학부모 참관 수업이 있는데 부모님한테 차마 오라는 말을 못하겠어.	당황
나는 내 자식에게 용돈 한 푼도 못 주는 못난 사람이야. 정말 한심해.	슬픔
노후 준비가 너무 안 돼서 자녀들에게 부끄럽네.	당황
Jude, 귀하는 자동차 보험 견적을 제출했지만 자동차 보험보다 훨씬 더 많은 비용을 절약 할 수 있습니다.	중립
장녀로 사는 거 무척 힘드네.	상처
나는 오늘 당신에게 절대적으로 놀라운 것이 있습니다.	중립
집주인이 전세를 오천만 원 올려달래. 여유 자금이 천만 원밖에 없는데 큰일이야.	상처
이제 다음 세션에서는 물을 보유하지 못할 수도 있지만 적어도 새크라멘토 가이 문제를 해결할 수 있습니다.	중립
주말인데 와이프는 나갔고 외롭군.	당황
우리는 일요일 8시 15 분에 괜찮습니다	중립
은퇴하고 몸이 안좋아서 집에만 있는데 귀찮아 죽겠어.	분노
이메일을 시작해야합니다 .....	중립
퇴직 후 근무처를 소개받았지만 거절했더니 가족들이 아쉬워 해.	슬픔
가족들은 내가 무엇을 하든 항상 날 응원해줘서 든든하고 편안해.	기쁨
오늘 너무 감동이고 사랑이 넘치는 하루야. 비싼 뮤지컬 표를 친구가 구해줬어.	기쁨
친한 친구가 너무 싫어지고 있어. 얘가 내 패션 스타일을 자꾸 따라 하는 것 같아.	당황
오늘 아침 토론을 바탕으로 결론을 내린 내용은 다음과 같습니다.	중립
Bob : 지금 당장, 다음은 떠나고 있습니다.	중립
1 분이되면이 문제에 대해 당신을 따라 잡고 싶습니다.	중립
정신질환을 가지고 있었는데 중증질환까지 생겨서 너무 슬퍼.	슬픔
화요일 경기는 7시 30 분이지만 초기 경기를 보는 것이 좋을 것이라고 생각했습니다.	중립
더 자세한 내용으로 무엇이든 논의하고 싶다면 주저하지 마십시오.	중립
짐, 나에게 하드 카피를 보내 주시겠습니까?이 보고서를 열는 데 어려움이 있습니다.	중립
나는 성공하지 못한 채 몇 번 당신에게 가려고 노력했습니다 ...	중립
남자 친구가 나를 더 이상 좋아하지 않는다고 헤어지자는데 너무 괴로워.	상처
나는 당신의 팀의 편의에 따라 재조정을 기꺼이 할 것입니다.	중립
샐리의 여정에 포함시킬 수 있도록 회의 사이트의 정확한 주소를 전달할 수 있습니까?	중립
지금까지 최선을 다해 남편을 내조했는데 이렇게 늙어서 이혼을 하게 되니 눈물만 나.	슬픔
Julie- 올바른 계약/약관에 대해서는이 거래를 확인하십시오.	중립
예전에는 MDQ의 7/12 만 2 차 지점에서 흐를 수 있습니다.	중립
불행히도, 나는 일정을 변경해야합니다.	중립
Scott, 언제 CNG 특종을 넘어 가고 싶습니까?	중립
Nokia는 1 월에 제공된 추정치와 일치하여 1 분기에 19 개의 유럽 센트를 기록 할 것으로 추정합니다.	중립
직장 상사랑 밥 먹는 게 너무 싫어.	분노
계정 활성화를 완료하려면 휴대 전화의 LadyTimer 앱에 PIN을 입력하십시오.	중립
직업이 없으니 자신감이 많이 떨어지는 것 같아.	분노
언제든지 매주 예측을 받기를 원하지 않으면 여기를 클릭하거나 167 Cherry St. PMB 292, Milford, CT 06460-3400에서 편지를 보내면 이메일을 보내 드리겠습니다.	중립
그 때문에 우리는 당신을 안내하고 모바일 출판에 대한 모든 질문에 답변하기 위해 모든 노력을 기울일 것입니다.	중립
난 잘못 한 거 없는데 노인정에 사람들이 이제 오지 말라잖아.	분노
걱정할 것이 하나 더 적습니다.	중립
아시다시피, 우리는이 문의와 관련된 직장 폭력에 대한 광범위한 태스크 포스 보고서를 보유하고 있으며 다른 영역을 탐색해야하지만이 문제의 분석을위한 기초를 제공 할 수 있습니다.	중립
아마도 우리는 상호 연결 계약에 대한 토론을 마련 할 수도 있습니다.	중립
내가 뇌출혈로 쓰러져 있는 사이에 아들이 땅문서를 가지고 갔다네. 너무 충격적이야.	상처
파일을 열려는 앱을 선택하십시오.	중립
샐리는 나에게 이것을 당신에게 전달 해달라고 부탁했습니다.	중립
단순히 감기인 줄 알았는데 폐암이었어.	슬픔
이동하려는 항목 옆에있는 3 개의 회색 선을 누르고 고정하여 일부 항목의 순서를 변경하고 항목을 위/아래로 드래그하십시오.	중립
이번에 아이 낳고 조리원에 있어 보니까 정말 감사하더라고.	기쁨
오빠가 공부도 안 하고 매일 밖으로 다녀. 오늘도 학교를 가지 않았다고 들었어. 너무 한심해.	당황
이름과 성을 포함한 몇 가지 빈 분야를 작성하십시오. 자금은 곧 입금됩니다.	중립
배운 게 없어서 청소 일을 하는데 무릎이 아파서 일하기 힘들어. 나는 가치가 없는 사람일까?	분노
나이가 들수록 몸이 고장 나고 있는 것 같아.	슬픔
이번 주 브라질에서 나와 Remi Cologne과 함께 전화 회의를 설정할 수 있습니다.	중립
회사에서 새로운 업무를 맡게 되었는데 내가 잘 모르는 분야라서 당황스러워.	당황
친구 아들 결혼식에 갔는데 어떤 친구가 갑자기 나더러 많이 늙었다고 하더군.	불안
부모님이 나도 모르는 사이에 누군가와 중매를 시켰어. 난 아직 결혼 생각이 없는데 너무 당혹스러워.	불안
직장 내 대인관계가 이렇게 힘든 줄은 몰랐어.	불안
이번에 승진했어! 너무 기뻐!	기쁨
나이가 들고 경제적으로 소득이 줄어서 아내에게 많은 생활비를 주지 못하는 게 서러워.	슬픔
나는 왜 남들처럼 재산도 없고 아내와 사이도 나쁘고 지난 세월 동안 무엇을 한 걸까?	분노
요즘 대인 관계 때문에 마비된 기분이야.	슬픔
Twitter 1.1 버전 업데이트 .2) Tumblr 오류 수정. 마술 시간에 재미있는 사진을 찍을 수 있습니다. 친구와 별도로 SNS를 다양한 사진으로 공유하십시오.항상. 감사합니다.	중립
최근에 입사하게 된 회사의 분위기는 정말 좋은 것 같아.	기쁨
아이들도 다 키워 시집 장가 다 보냈고 노후에 받을 연금도 많이 들어둬서 큰 걱정은 없어서 다행이야.	기쁨
이 집은 당신의 돈을 위해 가장 훌륭하고 최고의 강타 였지만 용의자 동네에서는 많은 타운 하우스를 건설하는 것처럼 보입니다...	중립
대학에 가고 싶은데 부모님은 학비가 없다고 취업을 하라고 하셔서 서러워.	슬픔
평생 초등 교사로 일하다가 퇴직하고 나니 나란 사람은 아무것도 아닌 게 되더라. 지긋지긋해.	분노
최근 가게를 정리했는데 같이 동업하던 친구한테 배신을 당했어.	상처
다리 수술한 친구 병문안을 다녀왔어.	상처
나이가 들어 갱년기가 다가온다고 느끼니 요즘 너무 우울해.	분노
새로운 웹 플레이어를 시도하고 싶습니까?	중립
그러나 그녀는 다음 두 번의 시험을 위해 춤을 추었습니다 : 킥 루틴과 POM 루틴.	중립
부모님이 자꾸 우리 동생한테만 예쁜 강아지라고 불러. 나한테는 그러시지 않아서 너무 속상해.	상처
Lino를 사용하기 전에 $ 링크를 방문하십시오	중립
우리 남편에게 내 은퇴 계획을 털어놓았는데 진지하게 듣고 같이 고민해줬어.	기쁨
내가 이 사회에 아무 지위가 없어 잘못 사는 느낌이야.	당황
내 신체장애 때문에 사회에서 무시를 당하는 것 같아.	당황
재료 비용에는 다리가 포함되어 있습니다. 데크 AMD를 위해 Redwood를 주문해야합니까?	중립
친했던 친구가 내가 암 걸린 걸 알고도 병문안 한 번 안 와. 말이 돼?	상처
당신이 전진하는 모든 것을 얻으므로 배포 목록에서 나를 제거 할 수 있습니다.	중립
우리는 여전히 6 월 27 일 수요일에 ETS 직원 및 분석가 2001 년 중반 PRC를 위해 개최하고 있습니까?	중립
내 남편이 바람을 피우고 있는 것 같아서 이혼까지 생각하고 있어.	상처
그러나 나는 또한 두 가지 어두운면에서 두 가지 두려움에 대해 이야기했습니다. (1) 네트워크에 대한 자원이 우리가 필요로하는 프로젝트에주의를 기울이고 (2) 극도로 가져 가기가 더욱 어려워 질 것이라고 말했습니다.개념은 모든 좋은 아이디어 가이 특별한 팀에 휩쓸 리면 비즈니스 성장을 관리하기 위해 창의적인 솔루션을 제시하는 데 무관심한 운영자가 비즈니스의 성장을 관리하는 데있어서 비즈니스 직원이 비즈니스의 성장을 맡게됩니다.	중립
형은 툭하면 나를 때리는데 곧 학원에서 돌아오면 또 때릴까 봐 무서워.	불안
VNG에서 가져 가고 싶습니다.	중립
그들은 당신이 기대했던 가격표없이 원하는 새로운 멍청이를 얻는 수많은 방법에 대해 논의합니다.	중립
발가락에 겨울이 냉담하면 이제 실내를 유지하고 당신이 만든 특별한 순간 프로젝트에 마무리 터치를 추가하기에 완벽한시기입니다.	중립
Fern 삼촌과 나는 여전히 뉴저지로 돌아 오기를 찾고 있습니다. 그래서 이번 여름에 나의 꿈의 계획은 다시 돌아가는 것입니다 .... 그 외에는 실내가 될 것입니다.	중립
휴스턴의 미국 야구에 대한 집이되기위한 입찰 마감일은 9 월 말이므로 가능한 경우 9 월 25 일까지 편의시켜주고 싶습니다.	중립
나 적금 들었던 거 만기가 되어 은행 가서 찾았는데 이자가 엄청 많이 붙었더라고.	기쁨
늙어서 돈이 부족하니 슬프다.	슬픔
Turbine 성능 및 관련 보증 및 TAA 문제에 관한 Sue Garven과의 토론 중에 발생한 질문.	중립
*iOS 7 호환!*이제 깔끔한 계정에 맞춤형 핀 코드를 설정할 수 있습니다*NeatCloud에서 문서 이름 향상*버그 수정 및 기타 개선 사항	중립
요즘 사람들을 너무 못 만난 거 같아.	슬픔
직장 스트레스로 괴로워.	상처
Tap Pet Hotel- 작은 개집을 세계 수준의 애완 동물 호텔 휴양지로 키울 수 있습니까?	중립
집에 돌아 오면 전화주세요.	중립
여러 사람 앞에서 얘기하기가 너무 부끄럽고 당황스러워.	당황
평소와 성격과 다르게 아르바이트를 할 때 손님을 깍듯이 대하는 친구를 보면 내 얼굴이 화끈해져.	기쁨
암 때문에 시한부 선고를 받았는데 이게 다 내가 인생을 헛살아서 벌 받는 것 같아.	당황
귀하의 요청을 확인하고 아래의 계정을 활성화하십시오.	중립
선천적으로 술이 몸에서 받질 않아서 자꾸 빠지다 보니 승진이 계속 밀리고 있어서 절망스러워.	분노
나는 그런 달콤한 말을 쓸 수 있으면 좋겠다.	중립
최대한의 보호를 위해이 알림의 기밀 유지를 유지하십시오.	중립
또한 앱을 더 좋게 만들거나 향후 버전에서보고 싶은 내용을 알려주는 방법을 제안하려면 연락하십시오.	중립
소득이 너무 낮아서 사는 게 힘들어.	분노
어릴 적부터 친했던 친구가 암 말기라고 하더라. 눈물이 자꾸 나.	슬픔
요즘 취업 시장에서 남성만 우대한다는 사실이 너무 짜증이 나.	분노
다음 몇 시간 안에 이것에 대한 이메일을 보내 드리겠습니다.	중립
귀찮은 일이 생겼어.	분노
치매 판정을 받아 일터에서 해고돼서 그저 가난한 늙은이가 됐어. 이런 내가 싫어.	분노
아내가 내가 쓰러진 동안에 저축해둔 돈을 가지고 없어져버려서 황당하다네.	상처
두 명이 하던 일을 어떻게 혼자 하라고 시킬 수가 있지?	당황
남들은 여유롭게 사는데 나만 이렇게 사는거 같애.	상처
향후 우편물을 중지하려면 여기 $ 링크를 따르십시오.	중립
고등학교 친구들이 반에서 나를 따돌려.	상처
p! nk- 그냥 나에게 이유를 줘 : $ 링크	중립
주간 다이얼 인 번호 및 암호는 Sherri Sera (713/853-5984) 또는 Suzanne Danz (713/853-6440)에 문의하십시오.	중립
나는 다음 주에 재조정하게되어 기쁩니다.	중립
Dr Lay가 준비 회의에 참여하는 것은 불가능하기 때문에, 대의원을 지명하고 프로그램의 흥미로운 문제와 패널리스트에 대한 예비 아이디어를 우리에게 보내면 가장 감사 할 것입니다.	중립
어제 배우자와 외식을 했는데 너무 좋아하던데 자주 시간을 가져야겠어.	기쁨
나는 HR 이이 과정에 관여한다고 생각하지 않습니다.	중립
이 링크를 클릭하여 이메일 주소를 확인하십시오.	중립
그러나 달력에서 날짜를 얻고 싶었습니다.	중립
휴가 기간에 나 대신 일 처리해 준 것 고마웠어!	기쁨
나는 오전 8시 30 분부터 여기에 있었지만 내 컴퓨터는 매우 느리게 부팅되었고 그것이 온 후에는 Lotus Notes와 연결을 얻을 수 없었습니다.	중립
월요일에 전화하시면 전화 회의를 설정하겠습니다.	중립
매일 원수같이 싸우던 동생이 많이 아파서 마음이 아파.	슬픔
또한 01/12 주말에 대해 이야기해야합니다.	중립
요즘 여자친구가 내게 너무 무관심해서 버려진 기분이 들어.	상처
나는 우리나라 학교와 체질이 맞지 않나 봐. 너무 힘들어.	슬픔
이 서한은 PCB 문제에 대한 솔루션을 찾으려는 시도를 다루고 있으며, 고유 한 특성이 주어지면 사이트에서 효과적으로 운영 될 수있는 치료 기술이 현재 사용할 수 없다는 것을 설명합니다.	중립
이 메시지가 스팸 폴더에 들어간 경우 스팸이 아닌 것으로 표시하십시오.	중립
면접 합격문자가 시스템 오류로 잘못 합격 문자가 온 거였어. 너무 당황스러워.	당황
Quora는 나에게 입는 모욕을 계속 던지고 있습니다.	중립
우리는 최종 재고 목록을 제출하고 Mary와 함께 해결해야합니다 (좋든 나쁘 든).	중립
자신의 잘못을 인정하고 사과하는 일이 그렇게 어려울까?	분노
그녀는 또한 저녁 식사의 세부 사항에 대해 궁금해했다 - 마지막 회의에서 그것은 청바지 (?)와 함께 서양 테마를 할 가능성이 있다고 논의했다.	중립
비교하면 내가 초라해지는 걸 알면서도 자꾸 친구랑 나랑 비교하게 돼서 짜증 나.	불안
셀틱스도 그를 탐내지 만 클리블랜드는 프론트 코트의 불확실성으로 Cavs의 크기가 필요하기 때문에 기회를주지 않을 수도 있습니다.	중립
다이앤 : 이걸 처리 할 수 있다면 제발.	중립
몇 가지 변경을 한 후 AA는 오늘 오후 후반에 초안 문서 사본을 전달해야합니다.	중립
나 때문에 집안 재정이 안 좋아져서 절망적이야.	슬픔
내 조상 중에서는 뇌 질환 때문에 오래 사신 분이 없대. 삶이 남지 않은 것 같아 너무 허무해.	상처
지난 목요일 Dasovich, Guinney, Sama 및 Vavrek을 대신하여 프로젝트 제안을 보냈으며 그냥 받고 싶었습니다.	중립
레스토랑 같은 데에 아빠랑 가기싫은데.	당황
수입은 거의 없는데 들어갈 돈이 너무 많아. 울고 싶어.	슬픔
스테이션 2 남쪽의 토지의 거친 지형과 지형으로 인해이 프로젝트는이 프로젝트가 환경 기준 설문 조사에 대한 대략적인 달러를 제공하기가 매우 어렵습니다.2 Phoenix 로의 사람들은 여러 사람이 걸어 다니면서 조사해야합니다.	중립
이번 주에 여자친구한테 프로포즈를 할 건데 준비를 뭐부터 해야 할지 모르겠어.	분노
나이가 들수록 기억력이 나빠져서 일에 영향이 있을까 봐 불안해.	불안
결혼을 하고 나면서 인생의 목표가 사라졌어. 내가 뭘 하고 싶은 건지 잘 모르겠어.	슬픔
오늘 동생이 전역해서 파티했는데 내 친구들도 함께 축하해줘서 기뻐.	기쁨
이 버섯의 영양가에 대한 정보를 제공하기 위해 Rtuber melanosporum vitt._ (Norcia 또는 Spoleto의 귀중한 검은 송로 버섯)와 Rtuber magnatum pico_ (Piemonte 또는 Accalagna의 귀중한 흰 송로 버섯)의 두 종의 송로 버섯이 검사되었습니다.	중립
Disneyworld에서 돌아 왔습니다 (타일러는 그것을 좋아했기 때문에 몇 주 안에 즐거운 시간을 보낼 것입니다). 그리고 나는 당신의 메시지를 받았습니다.	중립
이것은 당신이 놓고 싶어하는 사이버 월요일 거래입니다.	중립
우리 직원들이 나를 존경하는 경영인으로 불러줘서 너무 기뻐.	기쁨
다른 말로, 현재 Monterrey Control Budget은 원래 통제 예산에서 $ 5.3m의 마이너스 분산을 보여주고 있습니다.	중립
회의실과 점심을 설정할 것입니다.	중립
아래에 아무것도 없거나 배너가 표시되지 않으면 여기를 클릭하십시오 <http://www.bzprod.tv/mail/view.jsp?buzzmailid=186&mailid=an9_28_01> 알림 : 이메일 주소가 사용 되었기 때문에이 이메일을 받고 있습니다.온라인 가격 견적 또는 차량 요청이 제공 되었기 때문입니다.	중립
이렇게 궁핍하게 혼자 사는 게 무슨 소용인가 싶어. 한숨만 나와.	당황
야간 수유가 가까이 있습니다 !!	중립
당신이 나에게 준 문서는 내가 많은 Bridgeline 직원을 위해 준비한 양식 과제 편지입니다.	중립
우리 가족 분위기는 화기애애해서 좋아.	기쁨
아내랑 이혼도 했는데 집안이 힘들어서 아이마저 보낸 게 서럽고 우울해.	상처
구독을 취소 하고이 이메일 수신을 중지하려면 여기를 클릭하십시오 : $ 링크	중립
병원에 갔는데 안 좋으면 앞으로 한쪽 눈이 보이지 않을 수도 있다고 해. 막막하게 느껴져.	불안
남편이 투자를 잘못해서 돈을 다 날렸어.	상처
지점장이 무슨 일이 생기더라도 나를 믿어줘서 너무 다행이야.	기쁨
식구 누구도 내가 하고 싶은 것에 관심이 없어! 그저 학업만 하라고 할뿐이야.	분노
친구와 오해가 생겼는데 다행히 증인이 있어서 해결되었어.	기쁨
이 나이에 아픈데 주변에 사람도 없고 위로해주는 친구도 없어서 허무해.	슬픔
또한 선장이 참석할 계획인지 알고 있습니까?	중립
안 되겠어. 이제 내 친구랑 절교하기로 했어.	분노
나 이번 음악 실기 평가 엄청 잘 받을 것 같아!	기쁨
내년 여름 인턴으로 우리와 함께하는 데 관심이 있다면, 우리는 당신을 매우 기쁘게 생각합니다.	중립
오늘 저녁에 도움이 필요한 경우 전화 할 수있는 전화 번호는 다음과 같습니다.	중립
그 권력 부족은 금요일에 Teeside Power Financing Limited와 RMT 간의 거래를 증명하는 확인에 사용할 적절한 세금 언어에 대한 대화 중간에 우리를 차단했습니다.	중립
현충일을 기리기 위해이 특별한 거래를 활용하십시오.	중립
우리는 서비스와 제품을 향상시킬 수 있도록 당신을 더 잘 알고 싶습니다.	중립
내가 버튼을 눌렀는데 갑자기 복사기가 고장나버렸어. 너무 당황스럽다.	당황
내가 얼마 전 허리를 다쳐서 병원에 입원했는데 아무도 찾아오지 않았어. 실패한 노년이야.	상처
많은 성공적인 사람들을보기 시작하면, 그들이 공통적으로 가지고있는 많은 것들과 그들이 피하는 많은 일들을 알게 될 것입니다.	중립
다음 5 분 안에 다른 전화를 받기 위해 브리핑을 받으려면 나중에 그녀와 체크인해야한다고 생각합니다.	중립
게리, 가능한 빨리 두 권의 책을 만들어야합니다.	중립
오일 교환의 절약을 보려면 메시지를받은 편지함으로 이동하십시오.	중립
사람들과의 관계에서 마냥 좋은 사이만 있지는 않은 것 같아.	분노
나는 EBS가 회의를 현물 공헌으로 스트리밍 할 수 있다고 생각했다.	중립
Hertzberg는 일부 총회 회원 들이이 법안이 서두르고 있다는 것을 두려워한다고 인정했지만, 국회의원들은 에너지 위기와 그 세부 사항에 대해 잘 알고 있다고 말했다.	중립
첨부 된 것은 Rick이 발송 할 계획입니다. 이것을 첨부하면 쉽게 처리 할 수 있기를 바랍니다.	중립
오늘 알레르기가 심해져서 힘들었는데 부모님이 나에게 너무 무관심해서 서러웠어.	슬픔
가면 갈수록 업무가 너무 많아져서 괴로워.	상처
내 땅의 발전에 자금을 조달 할 사람을 찾고 있습니다.	중립
이것은 우리가 주말에 가장 많이 준비한 것입니다.	중립
IEP를 대신하여 법안을 협상하는 사람은 다음 주 말까지 상원에서 벗어날 가능성이 35-40%라고 말했습니다. 이는 여전히 갈 수있는 방법이 있음을 의미합니다.	중립
오늘 이직 면접을 보고 왔는데 괜히 보고 왔나 봐. 면접 간 게 후회돼.	불안
명품가방 살까?	당황
Bidweek Index Survey 스프레드 시트에 Carey Metz를 추가하십시오.	중립
내가 피부가 많이 안 좋아서 사람들 눈치를 보게 되고 자꾸 주눅 들게 돼.	슬픔
"첨부 된 ""아젠다 슬라이드""에 제안 된 슬라이드의 초안을 준비하십시오."	중립
아무리 가족이더라도 떨어져 지내고 자주 안 만나면 유대감이 떨어지는 것 같아.	분노
그 아이를 다시 안 본다고 생각하니 기분이 너무 좋아.	기쁨
이 기사는 ECS가 대륙 분할의 전기 시스템 활용을 모니터링하고 시스템 피크가 발생할 때 경고 한 다음 압축기를 오프라인 (수동 재정의 대상)으로 경고하는 컴퓨터 시스템을 작성하기로 합의한 곳입니다.피크 기간 수요 요금을 피하십시오.	중립
Sue에서 Rosie (및 Me)로 메모를 전달하겠습니다.	중립
월요일부터 금요일까지:	중립
이 이메일의 빈도를 변경하거나 완전히 중지하는 경우 지침이 포함 된 하단에 링크가 있습니다.	중립
내가 친구들이랑 지낼 때 나만 희생하는 기분이야.	상처
Cathy 36898과 30 분 회의를 설정하면 우리는이를 통해 진행할 수 있으며 모든 정보의 사본을 제공 할 수 있습니다.	중립
우리는 오후에 개별 회의를 계속할 수 있습니다.	중립
잠시 시간을 내어이 이메일을 평가하십시오.	중립
아래에 표시된 것을 확인하십시오	중립
결혼하고 나니 혼자 살 때와는 다르게 마음의 여유가 생겼어. 편안해.	기쁨
