,text,emotion
2596,어쩌면 Ben의 휴식에서 우리는 일정 관점에서 여기에서 어디로 가는지에 대한 토론을 할 수 있습니다.,중립
2597,어쩌면 우리는 오전에 토론 할 수 있습니다.,중립
2598,어쩌면 우리는 토론을 할 수 있습니까?,중립
2599,"Mike, Wayne 직후에 논의하고 나는 기술 책이나 함께 토론하기 위해 모입니다.",중립
2600,"Mike, 3-0977로 전화를 주시면 관찰하기에 좋은 시간을 설정할 수 있습니다.",중립
2601,Kean 씨는 지난 목요일 밤부터 수중을 가졌지 만 내일에는 다시 말할 것입니다. 그때 우리는 청구서를 포함한 여러 가지를 따라 잡을 수 있습니다.,중립
2602,지금 내 높은 점수는 3.61 마일입니다 ... 이길 수 있는지 알려주세요.,중립
2603,내 전화 번호가 아래에 있으므로 전화가 필요하다면 그렇게 해주세요.,중립
2604,Norm Bernacik 씨와 함께 방문하여 지하 탱크가 제거 된 발굴 지역과 매립지 지역의 차이를 설명 하시겠습니까?,중립
2605,이제 나를 쏘지 말고 목요일 아침에 회의를 할 수 있을지 궁금합니다.,중립
2606,이제 우리는 첫 번째 타격을 보냈으므로 모든 사람들이 모여 미래의 단계를 논의 할 수 있습니다.,중립
2607,발전소에는 이야기해야 할 두 사람이 있습니다.,중립
2608,다른 문제에 대해 이해하고 우리는 논의 할 것입니다.,중립
2609,또는 오후 8시 이후 에이 문제에 대해 논의 할 수 있습니다.대화하고 싶은시기와 이와 관련하여 계속 문제가있는 경우 알려주십시오.,중립
2610,아니면 지금 영국계 미국인으로 글을 쓰나요?,중립
2611,또는 목요일이나 금요일에 퇴근 후 점심이나 맥주를 마시면 포틀랜드에서 돌아 왔습니다.,중립
2612,또는 우리는 휴식 시간 동안 비가 집에서 만나서 원한다면 따라 잡을 수 있습니다.,중립
2613,"그렇지 않으면, 나는 당신과 함께하게되어 기쁩니다.",중립
2614,우리의 회의는 오후 7시에 시작하지만 오후 8 시까 지기도를 시작하지 않으므로 그 당시에 만지고 동의하고 싶다면 큰 일이 될 것입니다.,중립
2615,추신 - Openera로 팀이나 부서 전체를 설정하려면 알려 주시면 팀 에디션에 일찍 액세스 할 수 있습니다.,중립
2616,추신고객이 오늘 오후 4시에 떠날 예정이므로 최대한 빨리이 작업을 수행하십시오.,중립
2617,아마도 당신은 그것을 고려해야합니다.,중립
2618,"PETER :이 업데이트를 Lance Schuler, Travis McCullough 및 저에게 보내주십시오.",중립
2619,무료 계정 $ 링크를 즉시 활성화하고 수표를 어디로 보내야하는지 알려주십시오!,중립
2620,여기에서 등록을 완료하십시오.,중립
2621,사과 와이 확장 = 거래를 받아들이십시오.,중립
2622,불편에 대한 사과를 받아들이십시오.,중립
2623,AppJog 데이터를 저장하려면이 링크를 활성화하십시오.,중립
2624,Equinox에서 05/20에 가입 날짜가 있고 배에 가입하기 위해 지난 05/20에 나타나지 않았다는 정보를 알려주십시오. 유효한 이유는 무엇인지 조언하십시오.,중립
2625,3 일 밤에 예약하십시오-서/금요일/sat.,중립
2626,SF/NYC 왕복 여행을 예약하십시오. 오전 9시 15 분에 화요일 8.2.01을 떠나 NYC에서 오후 4시 15 분에 일요일에 돌아 왔습니다.,중립
2627,그녀가 참석 해야하는 경우 샐리의 가용 시간을 줄 수 있습니다.,중립
2628,그에게 전화하여 토론하십시오.,중립
2629,우리가 논의 할 수 있도록 저에게 전화주세요.,중립
2630,귀하의 질문에 대해 토론하려면 저에게 전화하십시오.,중립
2631,토론하려면 저에게 전화주세요.,중립
2632,언제든지 전화를 걸어 언제든지 논의하십시오.,중립
2633,편의에 따라 토론하려면 전화하십시오.,중립
2634,바로 사이트를 확인하십시오.,중립
2635,회원 자격이 중단되지 않도록 가능한 빨리 청구 정보를 확인하고 업데이트하십시오.,중립
2636,아래에 표시된 것을 확인하십시오,중립
2637,뉴욕의 Oprisk 세미나 날짜를 확인하고 그 사람들을 내 달력에 잠정적으로 배치하십시오.,중립
2638,3 월의 GD Swap Cheyenne 직책을 확인하십시오.,중립
2639,전화로 논의 된대로 첨부 된 파일을 작성하십시오.,중립
2640,이 링크를 클릭하여 BDRIVE 계정을 확인하십시오.,중립
2641,트위터 계정을 확인하십시오,중립
2642,이 링크를 클릭하여 트위터 계정을 확인하십시오.,중립
2643,아래 링크를 클릭하여 이메일 주소를 확인하십시오. 1 초 밖에 걸리지 않습니다.,중립
2644,"아래 링크를 브라우저에 복사하여 무료로 $ 50,000를받을 수있는 기회에 대한 관심을 확인하십시오.",중립
2645,dwinn@swlegal.org <mailto : dwinn@swlegal.org>의 David Winn과의 저녁 식사에 참석할 계획을 확인하십시오.,중립
2646,귀하의 요청을 확인하고 아래의 계정을 활성화하십시오.,중립
2647,새로운 앱을 확인하여 Smartr 팀을 지원하는 것을 고려하십시오.,중립
2648,이 전자 메일을 인쇄하기 전에 환경을 생각하십시오.,중립
2649,신용이 귀하의 계정에 게시 될시기에 대해서는 금융 기관에 문의하십시오.,중립
2650,오른손/왼손 조정 부족을 전달하지 않도록 의제가 동기화되도록 제임스와 조정하십시오.,중립
2651,하드 드라이브에서 모든 파일을 삭제 하고이 바이러스를 메일 링리스트의 모든 사람에게 수동으로 전달하십시오.,중립
2652,이메일 목록에서 저를 삭제하십시오.,중립
2653,이 가스를 운반하는 데 사용할 수있는 다운 스트림 용량에 대해 자세히 설명하십시오.,중립
2654,버그를 재현하는 단계를 설명하십시오.,중립
2655,Morgan과 논의하십시오.,중립
2656,이전 이메일을 무시하십시오.,중립
2657,21 세가 아닌 한 연락하지 마십시오.,중립
2658,귀하의 지원 요구 사항에 도움이되므로 아래 계정 및 장치 정보를 삭제하지 마십시오.,중립
2659,이것을 그들에게 전달하지 마십시오.,중립
2660,승인 절차를 지연시키기 때문에 중복 등록을 제출하지 마십시오.,중립
2661,더 이상 시간을 낭비하지 마십시오. 지금 당장 사본을 무료로 다운로드 할 수 있지만 곧 끝나기 때문입니다.,중립
2662,12 월을 특별 세션의 가능한 시작 시간으로 계산하지 마십시오.,중립
2663,더 자세한 내용으로 무엇이든 논의하고 싶다면 주저하지 마십시오.,중립
2664,오늘 iPhone 및 iPad의 업데이트를 다운로드하십시오.,중립
2665,무료 eBook SEO 팁을 다운로드하십시오 : 모든 WordPress 소유자가 여기에서 알아야 할 5 가지.,중립
2666,그녀가 컴파일하기 위해 Janette에 추가를 이메일로 보내주십시오.,중립
2667,방법을 알아 보려면 natasha.stevenson@davidco.com으로 이메일을 보내주십시오.,중립
2668,방법을 알아 보려면 publics@davidco.com으로 이메일을 보내주십시오.,중립
2669,자세한 내용은 public@davidco.com으로 이메일을 보내주십시오.,중립
2670,자세한 내용은 diego@jobin-usa.com에 이메일을 보내주십시오,중립
2671,자세한 내용은 eldon@job-googleapps.com에 이메일을 보내주십시오,중립
2672,설문 조사를 시작하기 전에 둘 다 활성화하십시오.,중립
2673,2013 년 8 월 27 일 화요일 쿠폰 코드 251408768 ~ 11:59 PT가 포함 된 25% 할인* 일반 가격 상품.,중립
2674,안전 팁에 익숙해 지십시오,중립
2675,"금요일 ""패키지""와 마지막 Q2 번호를 팩스로 보내주십시오.",중립
2676,금요일 패키지와 최종 Q2 번호를 팩스로 보내주십시오.,중립
2677,지금까지 토론을 작성하십시오.,중립
2678,이름과 성을 포함한 몇 가지 빈 분야를 작성하십시오. 자금은 곧 입금됩니다.,중립
2679,필드를 작성하십시오 :,중립
2680,5 월 6 일부터 5 월 24 일 사이 에이 설문 조사를 작성하고 가장 자주 여행하는 교통 모드에서 NJ Transit을 평가하십시오.,중립
2681,2013 년 11 월 11 일과 12 월 2 일 사이 에이 설문 조사를 작성하고 가장 자주 여행하는 교통 수단에 NJ Transit을 평가하십시오.,중립
2682,내 이력서와 커버 레터를 첨부하십시오.,중립
2683,내 이력서가 첨부되어 있습니다.,중립
2684,첨부 된 OPML 파일을 찾으십시오.,중립
2685,ExcelContacts에 의해 생성 된 첨부 된 파일을 찾으십시오.,중립
2686,Excelmail에서 생성 된 첨부 된 파일을 찾으십시오.,중립
2687,해당 버튼과 항목을 언어로 찾으십시오.,중립
2688,환불 요청을 제출하려면 아래 단계를 따르십시오.,중립
2689,이 사람들과 후속 조치를 취하고 오늘 오후 5시 45 분경에 예약하십시오.,중립
2690,Jen과 Craig의 직무 범위를 전달하십시오.,중립
2691,"이 정보를 에너지 파생 상품, 날씨 위험, 가스 대전 전기 차익 거래 또는 전력 거래에 대한 더 나은 이해를 통해 혜택을 누릴 수있는 사람 에게이 정보를 전달하십시오.",중립
2692,2001 년 11 월 1 일 오전 11시 John Fielder와의 전화 통화 전에 검토하기 전에 다른 Enron 참가자들에게 이것을 전달하십시오.,중립
2693,이것을 적절한 사람에게 전달하십시오.,중립
2694,Bev로 전달하십시오.,중립
2695,제프에게 전달하십시오.,중립
2696,의견을 검토하고 거래에 대한 최종 승인을받을 수 있도록 저에게 전달하십시오.,중립
2697,토론을 용이하게하려면 이메일을 나머지 OGC로 전달하십시오.,중립
2698,앞으로 나아가십시오 : 객실 변경,중립
2699,예약하십시오.,중립
2700,마크를 위해 이것을 얻으십시오.,중립
2701,Jennifer Sabine과 함께 그녀와 함께이 문제를 살펴보십시오.,중립
2702,이것에 대한 동쪽 데스크와 함께하십시오.,중립
2703,Michelle Cash에 전화를 걸거나 포틀랜드의 Karen Jones를 제공하십시오.,중립
2704,TW Enron Online Deal에서 마케팅 제휴사 문제에 대해 최대한 빨리 전화 해주세요.,중립
2705,전화를 주시면이 새로운 구조를 둘러싼 문제와이를 가장 효과적으로 만들기 위해 관련된 사람들에게 전달하는 가장 좋은 방법에 대해 논의 할 것입니다.,중립
2706,이것에 대해 논의하고 싶다면 전화주세요.,중립
2707,스티브가 랭글리에게 전화 할 때 스크립트를 도와 줄 수 있도록 전화주세요.,중립
2708,내가 이전에 보낸 일정에 대해 논의 할 기회가있을 때 전화주세요.,중립
2709,당신의 편의에 반지를주세요.,중립
2710,단기 메인 북에 대한 EOL에서 실행할 수있는 액세스 권한을 알려주십시오.,중립
2711,우리가 전략을 계획하도록 이것에 대한 의견을주세요.,중립
2712,수표 사본을 우편으로 보내 주시면 올바른 주소를 알려주세요.,중립
2713,내 EOL ID에 캐나다 가스 제품을 거래 할 수있는 능력을 알려주십시오.,중립
2714,이것에 대한 당신의 생각을주세요.,중립
2715,확인 프로세스를 완료하려면 다음 페이지로 이동하십시오.,중립
2716,Matt에게 OPS 보고서를 내 연꽃에 이메일로 보내주십시오.,중립
2717,설문 조사를 통해 우리를 도와주세요 :,중립
2718,가능하면 Bill Bradford를 포함하십시오.,중립
2719,Bidweek 가격 책정 데이터 배포 목록에 다음 이메일 주소를 포함하십시오.,중립
2720,Kim이 행사에 도착할 때 필요한 연락 담당자의 이름을 포함하십시오.,중립
2721,그의 새로운 삶에서 Alfonso가 최선을 다하기를 바랍니다.,중립
2722,이 제안 20에 대해 내부적으로 논의 할 기회가 없었 음을 명심하십시오.,중립
2723,기록에 대한이 이메일을 보관하십시오.,중립
2724,이 이메일을 귀하의 기록에 보관하십시오.,중립
2725,브렌트에게 11 월 20 일 월요일에 휴가를 갈 것임을 알려주십시오.,중립
2726,약 100 개의 리뷰를 할 수있는 방법을 알려 주시면 몇 주 동안 끊임없이 도로에있을 것입니다.,중립
2727,내일 AM이 당신을 위해 일하는지 알려주세요.,중립
2728,1 월 22 일 월요일 오후 4시 30 분에 만날 수 있는지 알려주십시오.또는 1 월 24 일 수요일 오전 11시 15 분,중립
2729,오늘이 거래를 할 수있는 경우 Jacoby Sr. 및 Me 와의이 거래에 대해 논의 할 수 있는지 알려주십시오.,중립
2730,참석할 수 있는지 알려주십시오.,중립
2731,향후 몇 일 동안 영업일 기준으로 30 분의 소개 전화를 예약하여 더 자세히 이야기 할 예정인지 알려주십시오.,중립
2732,추가 정보를 원하거나 자신의 Enron Corp 웹 사이트와 직접 Reddot을 검토하기 위해 회의를 설정하려는 경우 알려주십시오.,중립
2733,Opus를하고 싶다면 알려주세요.,중립
2734,앞으로 몇 주 안에 당신에게 열려있는 며칠/시간 슬롯을 알려 주시면 방문을 강요 할 것입니다.,중립
2735,새로운 SOCAL 및 PG & E 색인 설명이 언제 나오는지 알려주십시오.,중립
2736,이 계약을 할당 할 수있는시기를 알려주십시오.,중립
2737,지도를 보낼 수있는시기를 알려주십시오.,중립
2738,15 분 동안 귀중한 시간을 절약 할 수있는 시간을 알려 주시고 당신을 만날 수있는 기회를 가지게하고 생산성을 여러 차례 증가시킬 수있는 프로젝트 범위를 도울 수 있습니다.,중립
2739,Audiogalaxy Mixes 및 새로운 공유 기능에 대한 귀하의 생각을 알려주십시오.,중립
2740,$ 링크에 로그인하십시오,중립
2741,로그인하고 지불 정보를 작성하면 전체 서비스가 활성화됩니다!,중립
2742,모든 정보를 살펴보세요 ..,중립
2743,이것을 살펴보고 당신이 만들고 싶은 모든 변경 사항에 대해 저와 함께 돌아가십시오.,중립
2744,최대한의 보호를 위해이 알림의 기밀 유지를 유지하십시오.,중립
2745,SCAL 제품을 약간 약간 변경하십시오.,중립
2746,일요일 일찍 돌아 오십시오.,중립
2747,8 월 17 일 금요일까지 전자 서약을하십시오.,중립
2748,PR -Dorie Hitchcock을 통해 관리하십시오 - 승인 프로세스의 일부로 의제가 필요합니다.,중립
2749,최신 이메일 클라이언트와 함께 열 수 있습니다.,중립
2750,"첨부 된 ""아젠다 슬라이드""에 제안 된 슬라이드의 초안을 준비하십시오.",중립
2751,이메일과 첨부 파일을 인쇄하십시오.,중립
2752,기록은이 페이지를 인쇄하십시오,중립
2753,이 거래에 대한 정보를 최대한 빨리 제공하십시오.,중립
2754,신용에 대한 귀하의 이름을 제공하십시오.,중립
2755,모바일 앱 중 하나를 구입하십시오. 모바일 앱을 여기에서 구입하십시오.,중립
2756,다음 주 목요일 점심을 위해 Mike를 내 달력에 올려주세요.,중립
2757,저에게 직접 연락하여 당신의 생각을 말 해주세요.,중립
2758,각 이벤트와 관련하여보다 자세한 의제 및 정보를 보려면 계속 읽으십시오.,중립
2759,지난주 Dunn으로 보낸 첨부 된 편지를 읽으십시오.,중립
2760,이메일 신청 번호 -104J-Funds-4532A를 참조하십시오.,중립
2761,신용 금액은 서신을 참조하십시오.,중립
2762,Wells Fargo 계정 xxxxxxxxxx2159에 적립 된 최종 금액은 서신을 참조하십시오.,중립
2763,케이 채프먼과 나 자신에게 다시 답장 해주세요.,중립
2764,4 월 12 일 수요일 오후 2시 30 분경 1 시간 동안 최대 7 명을위한 회의실을 예약하십시오.,중립
2765,설문 조사에 응답하십시오.,중립
2766,이 이메일의 사본을 기록하십시오.,중립
2767,생성 한 로그인과 비밀번호를 유지하십시오.,중립
2768,사이트로 돌아가 다음 정보를 사용하여 로그인하십시오.,중립
2769,이메일 주소와 비밀번호를 사용하여 정책에 로그인하여 전체 지불 일정 및 최근 정책 변경을 검토하십시오.,중립
2770,전달 지점의 변경 사항을 볼 수 있도록 전송 모델에서 보고서를 실행하십시오.,중립
2771,중요한 구매 및 소프트웨어 활성화 정보가 포함되어 있으므로이 이메일을 귀하의 기록에 저장하십시오.,중립
2772,향후 참조를 위해이 정보를 저장하십시오.,중립
2773,Janette로 30 분을 예약하십시오.,중립
2774,자세한 내용은 쿠폰 이용 약관을 참조하십시오.,중립
2775,계획 사본을 OGC에 보내고 Janette와 협력하여 OGC 회의를 예약하여 계획을 검토하고 그룹 전체에 구매를받습니다.,중립
2776,Bidweek에서 데이터를 보내기 전에 운영되는지 알 수 있도록 답장을 보내주십시오.,중립
2777,이 이메일이 실수로 연락 한 경우 support@monkeyquest.com으로 이메일을 보내주십시오.,중립
2778,후속 조치를 취할 수 있도록 다시 보내주세요.,중립
2779,ICOR가하는 일에 대한 간단한 설명을 보내주세요.,중립
2780,Stubley 씨의 간단한 훈련 세션에 비해 당신이 만든 기념 포인트의 사본을 보내주십시오.,중립
2781,직접 또는 컨퍼런스 통화를 통해 참석할지 알려주는 이메일을 보내주십시오.,중립
2782,메타 ID를 보내주세요.,중립
2783,마지막 회의 분에서 NN 및 TW 운영 보고서를 보내주십시오.,중립
2784,2000 년 12 월에 Excel에서 Oglethorpe 활동을 보내주세요.,중립
2785,3 월에 Ogy 송장을 보내주세요.,중립
2786,이력서를 보내거나 전화주세요.,중립
2787,당신과 나에게서 보내주세요.,중립
2788,CNG 물건을 보내주십시오,중립
2789,FERC CA 분석의 출처를 Becky Cantrell에게 보내주십시오.,중립
2790,"Alan, Dan 및 Me와의 회의를 설정하십시오.",중립
2791,Cathy 36898과 30 분 회의를 설정하면 우리는이를 통해 진행할 수 있으며 모든 정보의 사본을 제공 할 수 있습니다.,중립
2792,몇 분 동안 시간을내어 지금까지의 경험이 어떻게되었는지 알려주십시오.,중립
2793,웹 사이트에 대한 짧은 설문 조사를 완료하는 데 몇 분이 걸립니다.,중립
2794,CPUC에서 파일에 파일을받을 수 있도록 최대한 빨리 (월요일?)에 대해 논의하십시오.,중립
2795,이것들을 살펴보고 전화주세요.,중립
2796,팝을 업데이트하는 데 잠시 시간을 내면 정상으로 돌아갑니다.,중립
2797,아래 링크 중 하나를 클릭하여 간단한 질문에 답하십시오.,중립
2798,경험에 대한이 설문 조사를 완료하십시오.,중립
2799,프로필을 완성하고 첫 번째 동기화를 실행하여 책갈피의 강력한 기능을 즐기기 시작하십시오.,중립
2800,잠시 시간을 내어이 이메일을 평가하십시오.,중립
2801,잠시 시간을내어 BlackBerry의 개인 정보 보호 정책을 읽으십시오.,중립
2802,재정 지원을 적시에 처리하고 수여하는지 확인하기 위해 다음 단계를 검토하십시오.,중립
2803,잠시 시간을내어 이메일을 확인하십시오.,중립
2804,시간을내어 모든 것을 읽고 당신의 생각을 알려주십시오.,중립
2805,이 빠른 설문 조사를 작성하는 데 2 분이 걸립니다 : $ 링크,중립
2806,이 백업을 SmartTime Plus로 복원하려면 여기를 탭하십시오.,중립
2807,여행 관심사를 표시하여 자신에 대해 조금 알려주십시오.,중립
2808,친구와 가족에게 $ 링크에서 무료 계정에 가입하라고 말하십시오.,중립
2809,Please try it: $LINK,중립
2810,이 새로운 이니셔티브를 통합하려면 2001 년 예산을 업데이트하십시오.,중립
2811,다음 URL을 사용하여 우편 메모에 액세스하십시오.,중립
2812,이 활성화 코드를 사용하여 Cellspin 웹 사이트에서 이메일 주소를 확인하고 계정을 활성화하십시오.,중립
2813,이 링크를 사용하여 계정을 관리하십시오.,중립
2814,웹 액세스를 사용할 수없는 경우에만이 방법을 사용하십시오.,중립
2815,"인터넷 브라우저를 사용하여 URL 주소 http://www.pge.com/pipeline에 액세스하고 ""InsidetRacc Access Goes Web!""라는 파일을 읽으십시오.(Piperanger 홈 페이지 하단에있는 이전 뉴스 기사의 아카이브를 클릭하십시오.)",중립
2816,여기로 이동하여 이메일 주소를 확인하십시오.,중립
2817,브라우저에 다음 링크를 복사하고 붙여서 이메일 주소를 확인하십시오 : $ 링크,중립
2818,여기에서보기 - $ 링크,중립
2819,이 뉴스 레터를 : $ 링크로보십시오,중립
2820,응용 프로그램을 사용하려면 $ 링크를 방문하십시오.,중립
2821,최신 정보를 얻으려면 rclcrewtravel 또는 rclcrewtravel 모바일 앱을 방문하십시오.,중립
2822,유효한 제외 양식 또는 이의 제출 방법에 대한 자세한 정보는 결제 웹 사이트를 방문하십시오.,중립
2823,웹 브라우저 에서이 메시지를 읽으려면 아래 웹 페이지를 방문하십시오.,중립
2824,자세한 내용은이 블로그 항목을 방문하십시오.,중립
2825,새로운 파트너 Sneakpeeq.com을 환영하십시오,중립
2826,목요일이나 금요일에 713 853 3848로 전화하십시오.,중립
2827,월요일에 전화하시면 전화 회의를 설정하겠습니다.,중립
2828,"제발, 화요일 아침에 전화 해 주시면 제 1 시간 동안 한 시간 동안 종이를 논의 할 것입니다.",중립
2829,만나기에 편리한 시간을 알려주세요.,중립
2830,pls는 나를 당신에게 데려 간다.Thur에.,중립
2831,PLS Talk Bill과 대화하면 여기에 무언가를 설정할 수 있습니다.,중립
2832,내일 얘기 할거야 : 칼 솔루션?,중립
2833,캔자스로 항공편을 예약 할 수 있도록 학교 일정을 살펴보십시오.,중립
2834,"Rick, 일정이 허락되면 Daily EES Call (오전 10시 CST)의 첫 5 분 동안 참여하여 그 사람들에게 무슨 일이 있었는지 간단한 스냅 샷을 제공 할 수 있습니까?",중립
2835,"Rob, 목표와 목표를 포함한 계획 문서를 다시 제출하여 최종 토론을하고 마무리 할 수 있도록 계획 문서를 다시 제출해야합니다.",중립
2836,"Rob, 논의합시다.",중립
2837,"Roger, EPA가 연료 가스에서 황을 결정하기위한 다른 대체 방법을 승인했다면, 우리의 황 방법에 대해 이들을 승인 할 수 있습니까?",중립
2838,"Scott, 당신은 그것에 대해 스스로 전화를해야합니다 - 나는 당신이 어느 쪽에도 가치를 더할 수 있다고 생각합니다.",중립
2839,당신을 만나고 싶은 사람을보십시오.,중립
2840,원하는 카드 유형을 선택하십시오. 완벽한 신용보다 적더라도 새 카드를받을 수 있습니다.,중립
2841,우리는 당신의 집이나 광산에서 그리고 몇시에 만날 것인가?,중립
2842,다음 전화에서 GE와 함께 취하고 싶은 접근 방식을 논의하기 위해 Enron Groups를 모으려고 노력할 것인가?,중립
2843,점심 전에 내일 (일요일)까지 질문 3 & 4에 대한 메모 (이메일을 통해)를 비교해야합니까?,중립
2844,점심을 준비해야합니까?,중립
2845,우리는 둘 다 큰 풍부한 유형이기 때문에 오늘 저녁에 가고 싶습니까?,중립
2846,그래서 우리는 당신이 원하는 것을 정확히 알기 위해서도 만나거나 더 많은 정보가 필요합니다.,중립
2847,Steve : 논의하고 싶은지 알려주세요.,중립
2848,파일을 살펴본 다음 현재 파이프 라인 용량 및 향후 확장과 결합하는 방법에 대해 논의 할 수 있습니다.,중립
2849,그러나 사이트 모양은 약간 변경 될 수 있으므로 검토하십시오.,중립
2850,첨부 된 이력서는 Career Marketing Specialists의 RESUM8 앱을 사용하여 만들어졌습니다. -Resum8.net을 방문하십시오.,중립
2851,우리 셋은 아마도 여러 가지 문제에 관한 전술에 대해 이야기하고 논의해야 할 것입니다.,중립
2852,그런 다음 어쩌면 우리는 모여 우리가해야 할 다른 변화에 대해 토론 할 수 있습니다.,중립
2853,이메일에 남용이 없는지 확인하려면 다음 링크를 클릭하여 등록을 확인하십시오.,중립
2854,이렇게하려면 웹 브라우저에서 다음 링크를 엽니 다.,중립
2855,귀환에 대한 귀하의 결정을 알려 주려면 오늘 오전 9시에서 오후 9시 사이에 877-500-3587로 전화하십시오.ET— 지금 행동하면 몇 분 밖에 걸리지 않습니다!,중립
2856,Google 캘린더에서 ScanBizCards 리마인더를 보려면 다음을 수행하십시오.,중립
2857,Toni : Josh에 대해 토론 할 수 있도록 전화를 줘.,중립
2858,Toni : 조쉬 샤파에게 최대한 빨리 제안하십시오.,중립
2859,Tony-- 우리를 위해 Pls 커버.,중립
2860,"Twadna, 인쇄 한 다음 Ecogas (실사 파일이 아님)를 제출 하시겠습니까?",중립
2861,"Twanda, 그 변화를 만들고 실행 파일을 실행해 주시겠습니까?",중립
2862,"Twanda, 이걸 인쇄 해 주 시겠어요?",중립
2863,"Twanda, 이것을 내 양식 디렉토리에 저장하고 나를 위해 인쇄 하시겠습니까?",중립
2864,"Twanda, 저를 위해이 회의를 세워 주시겠습니까?",중립
2865,"그것이 문제를 일으키지 않는 한, 내가 다가오는 것을 그들에게 알리겠습니까?",중립
2866,또한 Peak Tes Offpeak 가격의 관계에 대한 RO 삽입 논의는 3 : 2 비율로 다른 당사자가 제안한 것이 아닙니다.,중립
2867,우리는 다음 주에 전문가와 만날 것입니다.,중립
2868,우리는 매주 금요일 오전 8시에 만나야합니다.,중립
2869,우리는 Enron에서 도보 거리에 있습니다!713-222-7667로 전화주세요.,중립
2870,우리는 수요일에 Ed에게 물어볼 수 있습니다.,중립
2871,우리는 화요일에 더 자세히 논의 할 수 있습니다.,중립
2872,내일과 금요일 휴스턴에있을 때 더 자세히 논의 할 수 있습니다.,중립
2873,원하는 경우 이러한 의견을 논의하거나 그냥 통합 할 수 있습니다.,중립
2874,"우리는 당신이 가장 효율적인 경로로 보는 것을 논의 할 수 있으며, 추가 사항 등이 필요하다고 생각합니다.",중립
2875,이번 주 후반에 토론 할 수 있습니다.,중립
2876,원한다면 저의 빈약 한 아파트에서 만날 수 있습니다.,중립
2877,원하는 경우 사무실에서 만날 수 있습니다.,중립
2878,며칠 안에 목표와 토론을 시작할 수 있습니다.,중립
2879,"우리는 우리의 다소 느슨한 것에 대해 더 많은 tonite를 이야기 할 수 있지만, 매주 이러한 일을 끝내기위한 훨씬 효과적인 수단.",중립
2880,이번 주에 사용할 수 있다면 이번 주에 시도해 볼 수 있습니다.,중립
2881,우리는 일요일 회의에서 그 제안과 다른 제안에 대해 논의 할 수있었습니다.,중립
2882,우리는 그곳에서 논의 할 수있었습니다.,중립
2883,우리는 현재 미국의 설문 조사 응시자가 필요하므로 유료 설문 조사를 시작하기 위해 즉시 가입하여 공개 설문 조사 직책을 채울 수 있기를 바랍니다.,중립
2884,우리는 놀라움을 망치고 싶지 않으므로 아래 링크로 진행하여 곧 당신의 것이 무엇인지 알아보십시오.,중립
2885,우리는 추가하고 싶은 새로운 기능의 대략적인 로드맵을 가지고 있지만 도움이 필요합니다.,중립
2886,우리는 목요일 오후 7시 저녁 식사에 팀을 초대했습니다.같이 하실래요?,중립
2887,우리는 여러분과 만날 수있는 기회를 얻는 것을 좋아합니다.,중립
2888,우리는 귀하의 의견을 듣는 것을 좋아하므로 귀하의 의견과 의견을 제공하십시오.,중립
2889,우리는 Federal Power Act에 대해 논의하고 상자를 확인해야합니다.,중립
2890,4 월 30 일 마감일 전에 자신을 커버하기 위해 기관에 수표를 보내야합니다.,중립
2891,우리는 당신을 만나서 매우 기쁩니다.,중립
2892,제품을 검토하기 위해 회의를 예약하러 전화하겠습니다.,중립
2893,하워드가 돌아 왔을 때 휴스턴과 화상 회의를 마련하려고 노력할 것입니다.,중립
2894,그러나 우리는 더 논의해야합니다.매우 흥미로운 아이디어.,중립
2895,비 경쟁 소송에 Bill Ogden의 지속적인 사용에 대해 논의해야합니다.,중립
2896,내일이나 금요일에 이야기하려고 노력해야합니다.,중립
2897,"우리는 매주 월요일 밤마다 만나서 가족, 친구, 교회, 정부 및 심지어 적들도 필요에 대한기도와 함께받은 특별한기도 요청을 통해기도하려고 노력합니다.",중립
2898,우리는 2001 년에 논의 할 것입니다.,중립
2899,우리는 그가 다음 주에 그가 마을에 올 때 논의 할 것입니다.,중립
2900,우리는 어딘가에 만나야 할 것입니다.,중립
2901,우리는 돈을 지불하고 우리의 구멍으로 나가야 할 것입니다.,중립
2902,우리는 33 년에 허먼 사무실에서 만날 것입니다.,중립
2903,어쨌든 우리는 어쨌든 후속 통화가 필요합니다. 일단 계정 목표를 달성하기 위해해야 할 일을 알게되면.,중립
2904,EPNG의 흐름 제약과 일치하도록 물리적 위험을 조정하는 방법에 대해 논의해야합니다.,중립
2905,우리는 당신과 손님이 토요일과 일요일에 투어 챔피언십의 3 라운드와 4 라운드에 우리와 함께하기를 바랍니다.,중립
2906,그러나 우리는 회의를 오후 2 시로 옮기고 싶습니다.화요일.,중립
2907,경험의 질에 대해 알려주기 위해 잠시 시간을 내면 정말 감사하겠습니다.,중립
2908,다음 주에 끝나면 다시 논의하겠습니다.,중립
2909,우리는 다음 주 월요일에 더블 디 브리프를 위해 여분의 시간을 허용해야합니다.,중립
2910,우리는 모든 옵션을 마련하고 우리의 입장에 대한 판단없이 결정할 수 있습니다.,중립
2911,우리는 내일 전화에 대해 토론해야합니다. 우리 (ENRON)는 기본 공급자를 얻으려는 새로운 전원의 시도를 취합니다.,중립
2912,나중에 Scott Mills 토론을 저장하겠습니다!,중립
2913,우리는 가고 있습니다 - 우리와 함께하고 싶습니까?,중립
